year	crisis_name	source	category	text	label	confidence	how_to_improve	tweet_id_truncated
2013	Singapore haze	Media	Caution and advice	#SgHaze update: PSI is 111 at 6pm, in the unhealthy range @NEAsg	Needs slight IMPROVEMENT to be clear	0.5774	#Singapore haze|Singapore Haze update: Pressure per square inch is 111 at 6pm, in the unhealthy range @NEAsg #SgHaze|great	3.46572856529916E+017
2013	Singapore haze	Media	Caution and advice	#SgHaze update: PSI is 140 at 8pm, the highest since 2006	Needs slight IMPROVEMENT to be clear	0.5987	update: Pollutant standard index PSI is 140 at 8pm, the highest since 2006 #SgHaze|Singapore Haze update: Pressure per square inch is 140 at 8pm, the highest since 2006 #SgHaze	3.46604326380249E+017
2013	Singapore haze	Media	Caution and advice	#SgHaze update: PSI is 140 at 8pm, the highest since 2006	Is very CLEAR - easy to understand	0.4386	i wouldn't|#SgHaze update: 140 pound per inch at 8pm, the highest since 2006|singapore haze update 8 pm - 140 PSI (pounds per square inch) - highest since 2006|wellsville	3.4660339525734E+017
2013	Singapore haze	Media	Caution and advice	#SgHaze update: PSI is 140 at 8pm, the highest since 2006	Needs slight IMPROVEMENT to be clear	0.6	#Singapore haze|Singapore haze update at 8 pm : 140 PSI (pounds per square inch). Highest since 2006.|Singapore Haze update: Pressure per square inch is 140 at 8pm, the highest since 2006 #SgHaze|I have no idea what they are talking about so I can't improve	3.46610517177143E+017
2013	Singapore haze	Media	Caution and advice	#SGHaze update: PSI is 190 at 8pm @NEAsg	Needs slight IMPROVEMENT to be clear	0.8054	hashtag to end|#SGHaze update . Pressure reading at 8pm , Pounds per square inch 190|Singapore haze update at 8 pm : 190 PSI (pounds per square inch)  @NEAsg	3.47332671455769E+017
2013	Singapore haze	Media	Caution and advice	#SGHaze update: PSI is 290 at 9pm @NEAsg	Needs slight IMPROVEMENT to be clear	0.8601	Singapore Haze update: 290 pounds per square inch at 9 PM @NEAsg|update: pollutant standard index PSI is 290 at 9pm @NEAsg #SGHaze|Singapore Haze update: pressure per square inch is 290 at 9pm @NEAsg #SGHaze|This is too short/doesnt make sense	3.47340007276691E+017
2013	Singapore haze	Media	Caution and advice	#SGHaze update: PSI is 290 at 9pm @NEAsg	Needs slight IMPROVEMENT to be clear	0.794	Singapore Haze update: 290 pounds per square inch at 9pm @NEAsg|update: Pollutant standard index PSI is 290 at 9pm @NEAsg #SGHaze|Singapore Haze update: Pressure per square inch is 290 at 9pm @NEAsg #SGHaze	3.47339348796121E+017
2013	Singapore haze	Media	Caution and advice	#SGHaze update: PSI is 321 at 10.55pm @NEAsg	Is very CLEAR - easy to understand	0.4167		3.473679497593E+017
2013	Singapore haze	Media	Caution and advice	#SGHaze update: PSI is 321 at 10.55pm @NEAsg	Is very UNCLEAR - hard to understand	0.4112	#Singapore haze|huh|Singapore Haze update: Pressure per square inch is 321 at 10.55pm @NEAsg #SGHaze	3.47368809600004E+017
2013	Singapore haze	Media	Caution and advice	#SGHaze update: PSI is 355 at 2pm @NEAsg	Needs slight IMPROVEMENT to be clear	0.5	#Singapore haze|great|Singapore Haze Update  - PSI 355 @  2 pm.|#SGHaze Singapore Haze update: PSI is 355 at 2pm @NEAsg	3.47604655288762E+017
2013	Singapore haze	Media	Caution and advice	#SGHaze update: PSI is 371 at 1pm @NEAsg	Needs slight IMPROVEMENT to be clear	0.828	update: Pollutant standard index PSI is 371 at 1pm @NEAsg #SGHaze|Singapore Haze update: Pressure per square inch is 371 at 1pm @NEAsg #SGHaze	3.47583901864182E+017
2013	Singapore haze	Media	Caution and advice	#SGHaze update: PSI is 371 at 1pm @NEAsg	Needs slight IMPROVEMENT to be clear	0.8054	hashtag to end|singapore haze update at 1pm : 371 PSI (pounds per square inch)  @NEAsg|#SGHaze update at 1pm Pressure reading 371 pounds per square inch.	3.47582706487538E+017
2013	Singapore haze	Media	Caution and advice	#SGHaze update: PSI is 90 at 3pm @NEAsg	Is very UNCLEAR - hard to understand	0.5737	i wouldn't|#SGHaze update: 90 pounds per inch at 3pm @NEAsg|singapore haze update 3 pm - 90 PSI (pounds per square inch)	3.46889941709627E+017
2013	Singapore haze	Media	Caution and advice	#SgHaze update: PSI rises to 152 at 9pm, highest reading yet today. @NEAsg	Is very CLEAR - easy to understand	0.6571	Singapore haze update at 9pm : 152 PSI (pounds per square inch), highest today #SgHaze update @NEAsg	3.46617601327243E+017
2013	Singapore haze	Media	Caution and advice	#Sghaze update: PSI rises to 310 at 6pm @NEASg	Needs slight IMPROVEMENT to be clear	0.5889	#Singapore haze	3.4766441573634E+017
2013	Singapore haze	Media	Caution and advice	#sghaze update: the 3-hour PSI at 11pm is 250 @NEAsg http://t.co/Ydn6RLoOAr	Needs slight IMPROVEMENT to be clear	0.3504	have no idea	3.47735848940356E+017
2013	Singapore haze	Media	Caution and advice	#SGHaze update: Three-hour PSI at 80 at 11pm, 24-hour PSI is 76-110 @NEAsg	Needs slight IMPROVEMENT to be clear	0.6181	hashtag to end|Singapore haze update at 11pm :  Three-hour PSI at 80,  24-hour PSI is 76-110 @NEAsg	3.48823226417299E+017
2013	Singapore haze	Media	Caution and advice	#sghaze: 3-hour PSI of 190 at 8pm is highest reading this week, worst since 1997 http://t.co/ZFs7OTtbvh	Needs slight IMPROVEMENT to be clear	0.7771	3-hour Pollutant standards index PSI of 190 at 8pm is highest reading this week, worst since 1997 http://t.co/ZFs7OTtbvh #sghaze:	3.47327671837016E+017
2013	Singapore haze	Media	Caution and advice	#SGHaze: PSI now at 155 as of 10pm. Here's the health advisory from @NEAsg http://t.co/tvG4bIYZYO	Needs slight IMPROVEMENT to be clear	1	Singapore Haze: 155 pounds per square inch as of 10 PM. Here's the health advisory from @NEAsg http://t.co/tvG4bIYZYO|Pollutant standard index PSI now at 155 as of 10pm. Here's the health advisory from @NEAsg http://t.co/tvG4bIYZYO #SGHaze:|Singapore Haze update: Pressure per square inch now at 155 as of 10pm. Here's the health advisory from @NEAsg #SGHaze	3.46630360433562E+017
2013	Singapore haze	Media	Caution and advice	#SGHaze: PSI now at 250 as of 11pm in Singapore	Needs a bit of IMPROVEMENT to be clear	0.5301	i wouldn't|#SGHaze: As of 11pm Singapore Haze now at 250 pounds per inch	3.47731809808818E+017
2013	Singapore haze	Media	Caution and advice	#SGHaze: PSI now at 250 as of 11pm in Singapore	Is very CLEAR - easy to understand	0.7959		3.47731809808818E+017
2013	Singapore haze	Media	Caution and advice	#SGHaze: PSI now at 250 as of 11pm in Singapore	Is very CLEAR - easy to understand	0.4347	PSI now at 250 as of 11pm in Singapore #SGHaze:	3.47731809808818E+017
2013	Singapore haze	Media	Caution and advice	#SGHaze: PSI reading hits 190 at 8pm, the highest reading so far.	Is very CLEAR - easy to understand	0.6146		3.47339441045647E+017
2013	Manila floods in the Philippines 	Media	Caution and advice	#SocialBulletin We now have #FloodPH feeds specific to EDSA and TAFT Avenue for your reference. http://t.co/TbZvjZnaNG	Needs slight IMPROVEMENT to be clear	0.809	hashtags to end|#FloodPH feeds specific to EDSA and TAFT Avenue now available #SocialBulletin http://t.co/TbZvjZnaNG	3.69710717760319E+017
2013	Colorado floods in the USA	Government	Sympathy and support	#USArmy Heroic efforts of Fort Carson MedEvac company save lives in Colorado floods http://t.co/Ir6WFdldNM @FortCarsonArmy @Fâ€¦	Is very CLEAR - easy to understand	1		3.83033748260147E+017
2012	Colorado wildfires in the USA	Government	Caution and advice	#WaldoCanyonFire: No new evacuations for Colorado Springs &amp; no changes to previous mandatory evacuations. Streaming: http://t.co/V1p90HKu	Is very CLEAR - easy to understand	0.6146		2.18345915830911E+017
2013	Boston bombings in the USA	Government	Caution and advice	#WANTED: Search for 19 yr-old Dzhokhar Tsarnaev continues. Suspect armed &amp; dangerous. Call 1(800) CALL-FBI. http://tâ€¦	Is very CLEAR - easy to understand	0.6154		3.25328060842906E+017
2013	Boston bombings in the USA	Government	Caution and advice	#WANTED: Suspect identified as 19 year-old Dzhokhar Tsarnaev of Cambridge. Suspect considered armed &amp; dangerous. httâ€¦	Is very CLEAR - easy to understand	0.7882		3.25238281749012E+017
2013	Typhoon Yolanda in the Philippines	Media	Caution and advice	#YolandaPH Storm signals as of Thursday evening | @inquirerdotnet http://t.co/zHKH4zl1fr	Is very CLEAR - easy to understand	0.5889		3.98428236431884E+017
2013	Colorado floods in the USA	Government	Infrastructure and utilities	10 choppers on scene today in @LarimerSheriff . Drawing down resources in @TownofEstesPark . Access opening up along Highway 7 #coflood	Is very CLEAR - easy to understand	0.6571		3.80361167111061E+017
2012	Typhoon Pablo in the Philippines 	Media	Caution and advice	16 areas under signal no. 3 as Typhoon Pablo nears http://t.co/1yDn7Vkt #PabloPH	Is very CLEAR - easy to understand	1		2.75677622321701E+017
2013	Queensland floods in Australia	Media	Caution and advice	165mm in the 24 hrs to 3pm at #mountcrosby with more to come. Gusts feel less powerful and less frequent #bigwet @612brisbane	Is very CLEAR - easy to understand	0.6348	Needs to be clear what has happened.	2.9540929768328E+017
2013	Queensland floods in Australia	Government	Caution and advice	27/23:14 EST Flood Warning - Fitzroy River (QLD) http://t.co/Pcu4VnvJ	Is very CLEAR - easy to understand	0.6067	The numbers at the beginning make no sense to me.	2.95524066411037E+017
2013	Queensland floods in Australia	Media	Caution and advice	29/13:53 EST Flood Warning - Mary River (QLD)  http://t.co/sh6RhBl8	Needs slight IMPROVEMENT to be clear	0.5895		2.96109159252906E+017
2013	Manila floods in the Philippines 	Media	Caution and advice	3 areas in Metro Manila under state of calamity http://t.co/X5Fy45cB00 #MaringPH	Is very CLEAR - easy to understand	1		3.69774194361246E+017
2013	Singapore haze	Media	Caution and advice	3-hour PSI is 48. Issued 6am. http://t.co/jWFeoz49pP #sghaze	Needs slight IMPROVEMENT to be clear	0.5994	3-hour pressure reading is 48 pounds per square inch. Issued at 6am http://t.co/jWFeoz49pP #sghaze|Singapore haze update at 6am : 3-hour PSI  48  @NEAsg	3.50378516308689E+017
2013	Singapore haze	NGOs	Caution and advice	3-hour PSI is 69. Issued 3pm. http://t.co/jWFeoz49pP #sghaze	Needs slight IMPROVEMENT to be clear	1	wellsville	3.49424664466031E+017
2013	Singapore haze	NGOs	Caution and advice	3-hour PSI is 69. Issued 3pm. http://t.co/jWFeoz49pP #sghaze	Needs slight IMPROVEMENT to be clear	0.9137	singapore haze at 69 PSI (pounds per square inch) - 3 pm|3-hour Pounds per square inch is 69. Issued 3pm. http://t.co/jWFeoz49pP #sghaze|wellsville|Singapore Haze update: 3-hour high pressure per square inch warning - PSI is 69. Issued 3pm. http://t.co/jWFeoz49pP #sghaze	3.49424664466031E+017
2013	Singapore haze	NGOs	Caution and advice	3-hour PSI is 69. Issued 3pm. http://t.co/jWFeoz49pP #sghaze	Needs slight IMPROVEMENT to be clear	1	3 pm singapore haze at 69 PSI (pounds per square inch)|wellsville	3.49424664466031E+017
2013	Singapore haze	Media	Caution and advice	3-hour PSI reading as at 10pm is 153. #sghaze	Is very CLEAR - easy to understand	0.7917		3.4807934144127E+017
2013	Singapore haze	Media	Caution and advice	3-hour PSI reading now climbing back close to hazardous levels, reaching 292 as of 8am #sghaze http://t.co/EYxY5R4puD	Is very CLEAR - easy to understand	0.6061	What is PSI?	3.48244462822105E+017
2013	Singapore haze	Media	Caution and advice	3-hour PSI reading soars from 103 at 11am to 124 at 12 noon, according to @NEAsg #sghaze http://t.co/ZFs7OTtbvh	Is very CLEAR - easy to understand	0.503	3- hour pressure reading jumps from 103 at 11am to 124 pounds per square inch at 12 noon according to @NEAsg#sghaze http://t.co/ZFs7OTtbvh|Singapore haze 3-hour PSI (pounds per square inch) reading from 11am to 12pm : 103 to 190  @NEAsg	3.4720385181379E+017
2013	Singapore haze	Media	Caution and advice	3-hr PSI as of 3pm is 122, down from 178, but still unhealthy (pic: Suhaimy Abdul Malek) #SGHaze #BlueSkies http://tâ€¦	Is very CLEAR - easy to understand	0.8229		3.48339958714597E+017
2013	Singapore haze	Media	Caution and advice	3-hr PSI reading is 139 at 6pm. #sghaze	Needs slight IMPROVEMENT to be clear	0.5806	What does this mean?|What is PSI?	3.48029005628326E+017
2013	Queensland floods in Australia	Government	Caution and advice	30/09:03 EST Flood Warning - Condamine-Balonne Rivers (QLD)  http://t.co/sh6RhBl8	Is very CLEAR - easy to understand	0.5455	i wouldn't	2.96397890937582E+017
2013	Queensland floods in Australia	Government	Caution and advice	30/09:03 EST Flood Warning - Condamine-Balonne Rivers (QLD)  http://t.co/sh6RhBl8	Is very CLEAR - easy to understand	0.6154	flood warning - Condamine-Balonne Rivers http://t.co/sh6RhBl8	2.96397890937582E+017
2013	Queensland floods in Australia	Government	Caution and advice	30/09:03 EST Flood Warning - Condamine-Balonne Rivers (QLD)  http://t.co/sh6RhBl8	Needs slight IMPROVEMENT to be clear	0.4472		2.96397890937582E+017
2013	Australia bushfires	Media	Caution and advice	34 fires still uncontained across NSW. Please contact Public Info &amp; Inquiry line if you are concerned: 1800 227 228. #nswâ€¦	Is very CLEAR - easy to understand	0.8381	Hashtag at the end cuts off. Maybe get some extra characters by writing second sentence as "If concerned, contact Public Info & Inquiry line"	3.90925016633971E+017
2012	Philipinnes floods	Media	Caution and advice	4 Luzon dams release water; flood warning up: MANILA, Philippines - Four dams in Luzon opened their gates Sunday... http://t.co/kmWDCBFw	Is very CLEAR - easy to understand	0.4063	wellsville	2.32034974851805E+017
2013	Colorado floods in the USA	Government	Affected individuals	482 people unaccounted for in Larimer County, Colorado, after flooding - @LarimerSheriff http://t.co/OE8z7OaPa3	Is very CLEAR - easy to understand	0.8229	wellsville	3.79262125211795E+017
2013	Colorado floods in the USA	Government	Affected individuals	482 people unaccounted for in Larimer County, Colorado, after flooding - @LarimerSheriff http://t.co/OE8z7OaPa3	Is very CLEAR - easy to understand	0.9637	wellsville	3.79262125211795E+017
2013	Colorado floods in the USA	Government	Affected individuals	482 people unaccounted for in Larimer County, Colorado, after flooding - @LarimerSheriff http://t.co/OE8z7OaPa3	Is very CLEAR - easy to understand	1		3.79262125211795E+017
2013	Bohol earthquake in the Philippines	Media	Caution and advice	5.0 earthquake, 2km SSE of Clarin, Philippines. Oct 15 10:42 at epicenter (14m ago, depth 23km). http://t.co/KKMtEbCOWg	Is very CLEAR - easy to understand	0.5882	5.0 earthquake, 2 km south south-east of Clarin, Philippines. Oct 15 10:42 at epicenter (14 min ago at a depth of 23 km). http://t.co/KKMtEbCOWg	3.89948112904544E+017
2013	Australia bushfires	Media	Caution and advice	56 fires scorch eastern Australia; state of emergency declared: http://t.co/bO2OouJMrP	Is very CLEAR - easy to understand	0.802	Eastern Australia - state of emergency declared with 56 fires.	3.9208821038318E+017
2013	Australia bushfires	Media	Caution and advice	57 fires scorch eastern Australia: At least 57 bush fires are raging in eastern Australia, including 14 that a... http://t.co/aNib7D0scc	Is very CLEAR - easy to understand	0.5916	57 bush fires are raging in eastern Australia -http://t.co/aNib7D0scc	3.91898170671649E+017
2013	Australia bushfires	Media	Caution and advice	57 fires scorch eastern Australia: At least 57 bush fires are raging in eastern Australia, including 14 that a... http://t.co/aNib7D0scc	Is very CLEAR - easy to understand	0.8046	"57 fires scorch eastern Australia [link]" and maybe a hashtag would be better.	3.91898170671649E+017
2013	Bohol earthquake in the Philippines	Media	Caution and advice	7.2-earthquake hits Philippines: A magnitude-7.2 earthquake struck in the southeastern Philippines on Tuesday,... http://t.co/ctlNeG4G40	Is very CLEAR - easy to understand	1		3.89931721556115E+017
2013	Australia bushfires	Media	Caution and advice	9CHOPPERCAM: Crews waterbombing #Minmi blaze, west of #Newcastle. Emergency warning in place. #nswfires http://t.co/2tjrOXHvrJ	Is very CLEAR - easy to understand	0.6	Needs to be clear what is happening.	3.9285656914824E+017
2013	Bohol earthquake in the Philippines	Media	Caution and advice	A 7.2-magnitude earthquake has struck in the southeastern Philippines, the U.S. Geological Survey says. http://t.co/3jwtWsTrP9	Is very CLEAR - easy to understand	1		3.89924079555207E+017
2013	Queensland floods in Australia	Media	Caution and advice	A heads up for boaties in SEQ if you havenâ€™t already now is the time to check those moorings or anchors! #bigwet	Needs slight IMPROVEMENT to be clear	0.5879	This is a run-on sentence that would be clearer with proper punctuation. "A heads up for boaties in SEQ: if you havenâ€™t already, now is the time to check those moorings or anchors! #bigwet"|Check boats for moorings and anchors in SEQ : #bigwet|Important information for boat owners, it's time to check your moorings and/or anchors	2.94896032305799E+017
2013	Colorado floods in the USA	Media	Caution and advice	â€˜Massive Floodingâ€™ In Coloradoâ€™s Boulder County http://t.co/ePL5YuoU9M	Is very CLEAR - easy to understand	0.8228		3.78176358318629E+017
2013	Australia bushfires	Media	Caution and advice	â€œ@9NewsSyd: #Springwood fire now threatening St Columbaâ€™s School. #nswfires http://t.co/uEUKaTaY9Zâ€ #BlueMountains #BushFires	Is very CLEAR - easy to understand	0.4167		3.91444246336532E+017
2013	Los Angeles airport shootings in the USA	Government	Caution and advice	ADVISORY: Avoid LAX at this time. Century Blvd. closed prior to airport entrance. Call your airline for info. @LAX_Official	Is very CLEAR - easy to understand	1		3.96328030986986E+017
2013	Typhoon Yolanda in the Philippines	NGOs	Caution and advice	Aerial images taken over the Philippines reveal the scale of devastation #TyphoonHaiyan has caused. http://t.co/Ob1SPEGâ€¦	Is very CLEAR - easy to understand	0.839		4.00765633987875E+017
2013	Typhoon Yolanda in the Philippines	Media	Caution and advice	After #YolandaPH (Haiyan) the Philippines is bracing for another one ZoraydaPH. Same path, slower but heavy rains http://t.co/OGHhJBuXYq	Is very CLEAR - easy to understand	0.6235	Afterd (Haiyan) the Philippines is bracing for another one. Same path, slower but heavy rains http://t.co/OGHhJBuXYq #YolandaPH #ZoraydaPH	3.99686208848024E+017
2013	Alberta floods in Canada	Media	Caution and advice	AHS has released a Boil Water Advisory for the Calgary Zone. http://t.co/r4cc0t8eMP  #yyc #yycflood #abstorm #abflood (â€¦	Is very CLEAR - easy to understand	0.4063		3.47904782914175E+017
2013	Manila floods in the Philippines 	Media	Caution and advice	Alert level 2 raised for Marikina River http://t.co/54PXJJaFXR #WeatherAlert #MaringPH	Is very CLEAR - easy to understand	0.6492		3.69650571432571E+017
2013	Manila floods in the Philippines 	NGOs	Caution and advice	ALERT LEVEL 4, Marikina River at 18meters. Marikina residents near the river, you guys need to evacuate NOW. #maringPH #floodPH	Needs slight IMPROVEMENT to be clear	0.5	ALERT LEVEL 4, Marikina River at 18meters. Marikina residents near the river need to evacuate NOW. #maringPH #floodPH|great|Manila Floods - Alert Level 4.  Marikina residents near river, get out now!	3.69722608612168E+017
2013	Manila floods in the Philippines 	Media	Caution and advice	ALERT: Tropical Storm #MARINGâ€ has intensified as it remained almost stationary.| via @dost_pagasa #MaringPH	Is very CLEAR - easy to understand	1		3.6948138997386E+017
2013	Alberta floods in Canada	Media	Caution and advice	AMA tells me MOST people with flooded homes will not have insurance since flood insurance doesn't exist for homes in Canada #	Is very CLEAR - easy to understand	0.8133		3.48222744695026E+017
2013	Bohol earthquake in the Philippines	NGOs	Caution and advice	Another shaking. Residents now are starting to stay out of their houses. Short duration from d last one, 15m ago. #Cebu vâ€¦	Is very CLEAR - easy to understand	0.5889	There has been another shaking of shorter duration then the last tremor. Residents are now starting to stay out of their houses.	3.90727158747759E+017
2013	Los Angeles airport shootings in the USA	Media	Caution and advice	AP PHOTOS: Passengers evacuate Los Angeles International Airport following a shooting: http://t.co/iaDFjT6N34 http://t.co/kyuMdnc6gâ€¦	Is very CLEAR - easy to understand	0.625		3.96344049033966E+017
2013	Los Angeles airport shootings in the USA	Media	Caution and advice	Are you scheduled to fly to LAX today? Shooting at airport may cause major delays. Follow @kpcc for updates.	Needs slight IMPROVEMENT to be clear	0.4442	where|LAX Shooting may cause flight delays. Check your flights.|Are you scheduled to fly to LAX today? An airport shooting may cause major delays. Follow @kpcc for updates.	3.9633196105821E+017
2013	Typhoon Yolanda in the Philippines	Media	Caution and advice	As if tsunami hit - and in many ways it has - BBC reporter in Tacloban, Philippines http://t.co/G6YkEc5UpU #Haiyan http:â€¦	Is very CLEAR - easy to understand	0.6067	Everything about this tweet confuses me. Is that first part a quote? I wouldn't use it. I'd instead use the actual title of the article.	3.99610082251796E+017
2012	Typhoon Pablo in the Philippines	Government	Caution and advice	As of 7:00 AM, the eye of Ty #PabloPH was located 360 km NW of Dagupan City (16.7N, 116.7E) and is moving NNE at 10 KPH.	Needs slight IMPROVEMENT to be clear	0.5838	As of 7:00 AM, the eye of Typhoon Paplo was located 360 km NW of Dagupan City (16.7N, 116.7E) and is moving NNE at 10 KPH  #PabloPH	2.77195817746563E+017
2012	Typhoon Pablo in the Philippines 	Government	Caution and advice	At 05:00PM 03/DEC/2012, the eye of Typhoon #PabloPH was located @360km Southeast of Hinatuan, Surigao Del Sur... http:/ ...	Needs slight IMPROVEMENT to be clear	0.6765	more descriptive location might be helpful|great|Philippines - Typhoon Pablo.  Eye of storm 360km Southeast of Hinatuan.	2.75541944975897E+017
2012	Typhoon Pablo in the Philippines	Government	Caution and advice	At 05:00PM 5/DEC/2012, the eye of Typhoon #PabloPH was located at 120km Northwest of Roxas, Northern Palawan... http:// ...	Is very CLEAR - easy to understand	0.7872		2.76259439378563E+017
2012	Typhoon Pablo in the Philippines 	Government	Caution and advice	At 06:00PM 4/DEC/2012, the eye of Typhoon #PabloPH was located @30km Southwest of Dumaguete City (9.2Â°N 123.0Â°E). http: ...	Needs slight IMPROVEMENT to be clear	0.5048	4 DEC  06:00PM  :  Typhoon Pablo location 30km Southwest of Dumaguete #PabloPH|Bulk of tweet is fine, but the URL at the end cuts off. Can save characters by losing extraneous "at"s and "the"s, and maybe even the coordinates, which don't do most people any good.	2.75916722807112E+017
2012	Typhoon Pablo in the Philippines 	Government	Caution and advice	At 10:00PM 02/DEC/2012, the eye of Typhoon PABLO was located at 810 km Southeast of Hinatuan, Surigao Del Sur (cont) ...	Is very CLEAR - easy to understand	0.6067	Ideally, this tweet would not be cut off at the end; you could save some characters by dropping extraneous "at"s and "the"s.|2 DEC 10 pm - Typhoon PABLO location 810 km Southeast of Hinatuan, Surigao Del Sur	2.7524381386856E+017
2012	Typhoon Pablo in the Philippines 	Media	Caution and advice	At 3:00AM 03/DEC/2012, the eye of Typhoon #PabloPH was located @ 715 km Southeast of Hinatuan, Surigao Del Sur... http://t.co/EwudHfSE	Needs slight IMPROVEMENT to be clear	0.6111		2.75344145776796E+017
2012	Typhoon Pablo in the Philippines 	Government	Caution and advice	At 7:00AM 4/DEC/2012, the eye of Typhoon #PabloPH was located over Laak Compostela Valley (7.9Â°N 125.9Â°E) with... http: ...	Is very CLEAR - easy to understand	0.7931		2.75739182125691E+017
2012	Typhoon Pablo in the Philippines	Government	Caution and advice	At 8:00AM 4/DEC/2012, the eye of Typhoon #PabloPH was located over Laak Compostela Valley or @ 80km SouthEast of... htt ...	Is very CLEAR - easy to understand	0.7872		2.75756085158224E+017
2013	Queensland floods in Australia	Media	Caution and advice	AU-blog: Devastating floods strike Queensland, disaster declared: People look at a boat that has been washed up ontoâ€¦ http://t.co/yTy1up6O	Is very CLEAR - easy to understand	0.8054	"AU-blog: Devastating floods strike Queensland, disaster declared" + maybe a hashtag	2.95635609748382E+017
2013	Australia bushfires	Media	Caution and advice	Australia bush fires set to worsen Australian firefighters warn that the return of hot we...http://t.co/32lVwy6v8m	Is very CLEAR - easy to understand	0.602		3.91814167155315E+017
2013	Queensland floods in Australia	Media	Caution and advice	Australian state of #Queensland on alert for more tornadoes &amp; #floods - VIDEO http://t.co/Tr0Q3LYd	Is very CLEAR - easy to understand	1		2.95666727273001E+017
2013	Manila floods in the Philippines 	Media	Caution and advice	babye #maring ... outside the PAR but expect moderate to heavy rains ... #gmanewstv	Needs slight IMPROVEMENT to be clear	0.6044	don't abbreviate|fewer initialisms,|I find this tweet very confusing. Mostly the beginning. "expect moderate to heavy rains" makes sense. The first part doesn't, though.|Typhoon outside Philippine area of responsibility (PAR), moderate to heavy rains expected|outside the Par still be ready for heavy rain fall ...#gmanewstv|Typhoon outside Philippine area of responsibility (PAR), moderate to heavy rains expected  #gmanewstv|Explain PAR|I do not understand outside the PAR so cannot make it better|english|Manila Floods - Expect moderate to heavy rains but outside the PAR.|Moderate to heavy rain expected in #maring|Needs to be rewritten to make sense.|What is PAR|What is babye maring? And what is PAR? Very hard to understand	3.69988338733679E+017
2013	Manila floods in the Philippines 	Media	Caution and advice	babye #maring ... outside the PAR but expect moderate to heavy rains ... #gmanewstv	Needs slight IMPROVEMENT to be clear	0.8		3.69988338733679E+017
2013	Queensland floods in Australia	Media	Caution and advice	BANANA SHIRE - CALLIDE CREEK - Get to higher ground now http://t.co/MESU3ZVy #bigwet #qldfloods #qld	Is very CLEAR - easy to understand	1		2.94763987239854E+017
2013	Colorado floods in the USA	Government	Caution and advice	Be prepared for floods, other emergencies. Stay up to date with vaccinations. Recommendations: http://t.co/mN1ILCIo0R #COFlood #cohealth	Is very CLEAR - easy to understand	0.8359		3.79694289535525E+017
2013	Manila floods in the Philippines	Media	Caution and advice	BE PROACTIVE, KAPATID! Ngayong tag-ulan, pack up this 72-hour survival kit. Share. Care #tulongkapatid #reliefPH http://t.coâ€¦	Is very CLEAR - easy to understand	0.4461	Be proactive and pack up this 72-hour survival kit -#tulongkapatid #reliefPH http://t.co|wellsville	3.7043039320526E+017
2013	Colorado floods in the USA	Media	Caution and advice	bfp Live Interactive Coverage: Flooding in Colorado: Stay on top of the latest videos and social media coverag... http://t.co/jIHIa3LYBi	Needs slight IMPROVEMENT to be clear	0.5048	I don't like the way this tweet cuts off before it's finished.|Colorado flooding : latest video and social media coverage http://t.co/jIHIa3LYBi	3.78198479111074E+017
2013	Queensland floods in Australia	Media	Caution and advice	BOM update: 02/16:46 EST Flood Warning Summary (QLD) http://t.co/XtC9ma96	Is very CLEAR - easy to understand	0.6	where	2.976005614848E+017
2013	Queensland floods in Australia	Media	Caution and advice	BOM update: 26/07:59 EST Flood Warning - Fitzroy River (QLD) http://t.co/eTrDwncv	Is very CLEAR - easy to understand	0.6667	I find those numbers confusing. Is it update #26 plus the time? In that case, I'd write it as "BOM update #26: 07:59 EST Flood Warning - Fitzroy River (QLD) http://t.co/eTrDwncv"	2.94930530435224E+017
2013	Queensland floods in Australia	Government	Caution and advice	BOM update: 26/12:42 EST Flood Warning - Burnett River (QLD) http://t.co/D4KNydUa	Is very CLEAR - easy to understand	0.5889		2.95010478063759E+017
2013	Queensland floods in Australia	Media	Caution and advice	BOM: Radar suggests strong possibility of tornado 30km W of Maryborough moving SSW at 50km/h #bigwet #tornado	Is very CLEAR - easy to understand	0.7791		2.95082720781021E+017
2013	Boston bombings in the USA	Media	Caution and advice	Boston authorities asking people to limit cell phone use. Systems overloading #BostonMarathon #boston #UseText	Is very CLEAR - easy to understand	0.8178	How they can communicate in the meantime	3.23888378577818E+017
2013	Boston bombings in the USA	Media	Caution and advice	Boston P.D. asking people on Social Media to tweet get out of the #BostonMarathon area immediately. #News19 http://t.co/vVCbixRSn8	Needs a bit of IMPROVEMENT to be clear	0.5301	i wouldn't|Boston P.D. asking people on Social Media to tweet: "get out of the #BostonMarathon area immediately." #News19 http://t.co/vVCbixRSn8	3.23895987028505E+017
2013	Boston bombings in the USA	Media	Caution and advice	Boston P.D. asking people on Social Media to tweet get out of the #BostonMarathon area immediately. #News19 http://t.co/vVCbixRSn8	Is very CLEAR - easy to understand	0.6847	Get out of Boston Marathon area immediately - Boston P. D. - please retweet|wellsville	3.23895987028505E+017
